tax_code,node_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
3703060537,COMPANY::3703060537,0.29294935,-0.4323649,-0.082997836,-0.062370837,-0.048535995,-0.07322474,-0.17619488,0.059095692,0.21151917,0.116535865,-0.046448126,0.051481944,0.01101438,0.11442374,0.06513331,0.52160805,0.28016195,0.0289737,0.056615587,0.16414064,0.2013622,0.18095179,0.03308809,0.18128942,-0.15387517,0.075685404,0.024286855,0.108086236,0.10954148,0.19373952,-0.08117469,0.08376764
2500571196-003,COMPANY::2500571196-003,0.20293555,-0.101612,0.12095601,0.23294598,0.011563651,0.32940224,-0.015902193,0.11409853,-0.19907379,-0.18776141,0.112009875,0.16059019,-0.22423899,-0.09255859,-0.1826335,0.10274642,0.20527957,-0.062002733,0.27468586,-0.36994398,-0.0390687,0.011133883,0.024979986,-0.03286633,0.15206023,-0.28484792,-0.08119348,0.08270637,0.121160604,0.09399339,0.08859733,0.36193642
3703060569,COMPANY::3703060569,0.15397036,-0.09606217,0.034383506,-0.18722753,-0.0033749284,0.03208148,0.016802816,0.06200773,0.07112598,-0.17341127,-0.01491819,0.057219915,-0.02424114,0.118552,-0.11912938,0.20030476,0.25005862,0.2016428,-0.069102556,-0.30367553,-0.18058431,0.10006295,-0.01448808,0.09629812,0.64604646,-0.17499788,-0.12539503,0.011627545,0.13271144,0.060911704,0.009384796,0.28375715
3703060576,COMPANY::3703060576,0.25170085,-0.11721202,0.010311212,-0.22392102,-0.060833875,0.047297437,0.023087237,0.0947427,0.09210686,-0.23130174,0.07002798,0.05613272,0.0077179302,0.08603135,-0.16323504,0.20516644,0.3989737,-0.06761212,0.10232681,-0.11784998,0.04992227,0.1125373,-0.14746043,-0.07361255,0.049295433,-0.239298,-0.308843,0.47469294,0.07055238,0.19629227,0.10139591,0.21527581
3703060590,COMPANY::3703060590,0.26895642,-0.21433142,0.12662019,-0.09145604,-0.051913347,0.07647583,0.03409237,-0.079075664,0.016771307,-0.24376874,-0.18509631,0.124138355,-0.22404067,0.15839604,-0.053063907,0.29501182,0.24125348,0.012451248,-0.0002244238,-0.29863635,-0.15159878,0.07455216,-0.022242561,0.06702328,0.49321395,-0.09558027,-0.109193765,0.14542644,0.0338316,0.14245985,0.10521578,0.26041383
3703060960,COMPANY::3703060960,0.3254865,-0.24596046,0.1497158,-0.09884721,-0.07617612,0.10797849,0.03671896,-0.09470391,0.009249495,-0.27897656,-0.19063362,0.1599219,-0.25553194,0.17976865,-0.054822814,0.33070856,0.27990332,-0.06763827,0.11515916,-0.26273283,-0.09120007,-0.019401267,0.015238328,-0.02008841,0.2366596,-0.14273445,-0.14445575,0.26862222,0.011963727,0.08329516,0.21930182,0.15703186
4001251998,COMPANY::4001251998,0.2974102,-0.19264701,0.1465734,-0.13569944,-0.08573983,0.11131692,-0.048286848,-0.08609779,0.037447214,-0.2416841,-0.18748216,0.059625693,-0.20602176,0.17206053,-0.016132202,0.31930536,0.21724473,-0.15250187,0.049547035,-0.17045209,-0.064376734,0.05759578,-0.15237717,0.010371556,0.48261833,-0.041290034,-0.044984955,0.21787804,0.109349236,0.15072188,0.03990584,0.28129894
3703060625,COMPANY::3703060625,0.34848776,-0.26368558,0.16451502,-0.048404876,-0.07583751,0.07802505,0.04897966,-0.09110224,0.026412746,-0.239607,-0.18795797,0.19027771,-0.2116753,0.14121504,-0.078059494,0.28720018,0.29707587,-0.092987515,0.082620405,-0.22230227,-0.057847623,0.022679726,-0.031106101,-0.050307706,0.21967551,-0.15550539,-0.192798,0.30912778,-0.0067912308,0.15094723,0.19920228,0.21429971
2100674937,COMPANY::2100674937,0.51865077,-0.29212114,0.12717772,-0.23577793,0.03240946,0.18817304,-0.293082,0.008754116,0.28698632,0.10512749,-0.053099085,-0.109123014,0.09944728,-0.07897774,-0.14955054,0.10261422,0.0853646,-0.18431899,-0.00020343272,-0.1969205,0.070955046,-0.0874005,-0.1090603,-0.11935978,0.10870951,0.00046407088,-0.14978771,0.027497971,0.10485543,0.03305709,-0.001168992,0.3582645
3703060689,COMPANY::3703060689,0.24817301,-0.14538021,0.109869726,-0.18860523,-0.03602269,0.04852052,0.054118425,0.05154269,0.082244635,-0.19434455,0.05988184,0.13536307,-0.0013387349,0.06835704,-0.1349726,0.19456269,0.33223078,-0.016199844,0.22255446,-0.1575675,0.10523298,-0.020576995,-0.06334742,-0.12889831,0.0060437936,-0.36147794,-0.3210378,0.42956445,0.05949958,0.072292216,0.2459851,0.16885777
3703060262,COMPANY::3703060262,0.3435919,-0.25106713,0.13550428,-0.09781292,-0.07833073,0.101049766,0.037885945,-0.09064435,0.016621629,-0.29321966,-0.21123299,0.13966611,-0.26456106,0.18231492,-0.06054041,0.3308678,0.2170423,-0.07528104,0.19028464,-0.2732443,-0.09892079,-0.07421266,0.043390006,-0.02929164,0.250388,-0.12865348,-0.08026579,0.24555832,0.006135784,-0.031820916,0.24357527,0.10093274
0317302070,COMPANY::0317302070,0.28290233,-0.12196967,0.022855658,-0.06729003,-0.07441038,0.10465471,-0.14206411,0.1476766,-0.0045932005,-0.22127706,0.18885607,0.056939784,0.025952872,-0.028584909,-0.10632502,0.16057323,0.39412946,0.001010816,0.123248614,-0.120253354,0.04016881,0.063324615,-0.10507423,-0.06328835,-0.05558829,-0.3221672,-0.35352117,0.44247425,0.10857323,0.16140977,0.1294292,0.16489713
8756555155,COMPANY::8756555155,0.42896992,-0.17452528,-0.07779906,0.16135655,0.021061761,0.17252934,-0.36309743,0.043980315,-0.31533793,-0.19394985,0.29199043,0.18212636,0.09407386,-0.16001749,-0.20378827,-0.0029208676,0.19868332,0.09003032,0.13417345,-0.11203911,-0.10761455,-0.12712291,-0.016132044,0.011450962,-0.033566836,-0.20607902,-0.21814832,0.19075802,0.14364202,-0.052801475,0.003321877,0.026523495
3703060921,COMPANY::3703060921,0.32148698,-0.22855942,0.15717417,-0.110996105,-0.094302714,0.09050123,0.0426303,-0.06386141,0.058455225,-0.22055697,-0.100114316,0.1278252,-0.15372007,0.09831343,-0.06293561,0.2715585,0.2767194,-0.054852594,0.21411571,-0.28314146,0.05034867,-0.055392656,0.03475735,-0.10366245,0.15724254,-0.2778086,-0.19645998,0.3524685,0.041860215,0.036307164,0.2746727,0.16904283
0317305480,COMPANY::0317305480,0.41576797,-0.15613276,-0.05852531,0.1035731,0.04135061,0.17600854,-0.35666907,0.048017934,-0.2689331,-0.17117481,0.24848922,0.1312509,0.10880554,-0.11908289,-0.18736067,0.00037392767,0.24633127,0.16090079,0.06453096,-0.15970789,-0.0019114352,-0.013659037,-0.06944134,0.0032787414,-0.045154013,-0.2843576,-0.27526933,0.24452192,0.13720424,0.11436842,0.006180552,0.11405535
0317304208,COMPANY::0317304208,0.3629869,-0.27268553,0.16806039,-0.037886336,-0.07694059,0.09066054,0.03943041,-0.09361333,0.014598853,-0.25831202,-0.19885208,0.1948229,-0.23540804,0.14987962,-0.07251421,0.30034617,0.24026787,-0.16074483,0.09625315,-0.19034353,-0.1048213,-0.013528415,-0.069987595,-0.021676695,0.335106,-0.062313285,-0.1105014,0.24586827,0.01783876,0.1005258,0.15410507,0.23097287
0317305515,COMPANY::0317305515,0.18496642,-0.16413163,0.0785278,-0.13169987,-0.014849832,0.054982472,0.022378711,0.015627056,0.12672168,-0.15125886,-0.03217228,0.047033496,-0.07859201,0.07426212,-0.06315054,0.18941265,0.30637228,-0.099620424,0.029323686,-0.24158114,0.1834733,0.09175871,0.08065472,-0.2422559,0.06466944,-0.20083432,-0.2767493,0.5405901,0.052276526,0.2511806,0.039443996,0.25806394
2902139719,COMPANY::2902139719,0.5220568,-0.25093397,0.0424711,-0.19927591,0.054954465,0.19622079,-0.35690796,0.010851129,0.095526084,0.06821169,0.10502845,-0.06965633,0.19574927,-0.096625745,-0.22311476,0.02439845,0.17765446,0.046937935,0.045917198,-0.23241271,0.07123114,-0.04409912,-0.059875406,-0.070225395,-0.064674415,-0.19412397,-0.28365174,0.16547132,0.067898035,0.08171233,0.0615561,0.2367565
0317304688,COMPANY::0317304688,0.17619301,-0.13725662,0.06331504,-0.25891042,0.005275759,0.066953674,0.02184721,0.006417581,0.121467724,-0.22088586,-0.08701162,0.036392298,-0.10992963,0.15856609,-0.077257425,0.30877936,0.35509643,-0.15328434,0.06665967,-0.20349047,0.03736129,0.0021715432,0.058240887,-0.18100007,0.10104728,-0.18160346,-0.2563281,0.49383944,0.05876974,0.15133387,0.106054686,0.19922936
8756796665-001,COMPANY::8756796665-001,0.14967185,-0.09347189,0.16904749,0.1686301,-0.025006065,0.29071885,0.06397688,0.14863452,-0.17591137,-0.26437753,0.102376446,0.1839665,-0.29752204,-0.088489674,-0.1738419,0.15253147,0.20665917,-0.14442746,0.20444581,-0.36353225,-0.109003514,0.029991493,0.09101991,0.004619858,0.27258536,-0.15339948,-0.0049057137,0.100792855,0.037637975,0.09541781,0.15213494,0.32438657
0110005184,COMPANY::0110005184,0.3150243,-0.27530262,0.13351022,-0.08680661,-0.04916751,0.06503197,0.09055312,-0.076068394,0.03769416,-0.24409229,-0.18664673,0.17161492,-0.22394149,0.14098305,-0.120578624,0.31329182,0.2398413,-0.100437306,0.20601097,-0.26503646,-0.037279435,-0.070453465,0.030201102,-0.06522805,0.25945097,-0.14349005,-0.13364476,0.27889246,-0.013747401,0.030961432,0.24813923,0.18133956
0402149673,COMPANY::0402149673,0.34538776,-0.24653746,0.1549253,-0.17637448,-0.11665879,0.07783213,0.041385636,-0.11866242,0.09196529,-0.27379602,-0.2204581,0.106821805,-0.23729983,0.20090905,-0.03988337,0.32807237,0.23970579,-0.16052099,0.14998785,-0.20400213,-0.10673385,-0.056924418,0.017797299,-0.053625405,0.30402932,-0.08189722,-0.049744688,0.260271,0.04228572,-0.03517666,0.16133839,0.1282481
6001740223,COMPANY::6001740223,0.29004124,-0.23909333,0.19832799,-0.1255756,-0.0844507,0.075394906,0.0127318725,-0.11280074,0.07866578,-0.24449676,-0.17348297,0.1372155,-0.23917343,0.18069582,-0.010688447,0.32512644,0.16425686,-0.085558824,0.28124762,-0.22971097,0.055634253,-0.09529923,0.057388514,-0.15230763,0.183218,-0.23786253,-0.09032189,0.30454507,0.07092711,-0.07334861,0.20582896,0.13664335
0402149698,COMPANY::0402149698,0.3149718,-0.23265833,0.148003,-0.16672355,-0.088742115,0.08987056,0.0021892881,-0.09967119,0.057780422,-0.28460363,-0.25980276,0.1129225,-0.25290114,0.23332371,-0.03851276,0.34525973,0.19928111,-0.1560778,0.14623334,-0.15662201,-0.023805438,-0.07516235,-0.032795604,-0.07653742,0.31201777,-0.055460718,-0.052396905,0.2724154,0.07013916,0.0071044555,0.15773714,0.1924108
0317306188,COMPANY::0317306188,0.36827475,-0.2599024,0.17019618,-0.041893527,-0.092818946,0.13092473,0.0045653502,-0.08331092,-0.008219335,-0.28455588,-0.16783987,0.15816547,-0.25785196,0.13953106,-0.037449293,0.31149456,0.24109606,-0.05036227,0.16876607,-0.27119863,-0.04889842,-0.06533532,0.035348706,-0.022380952,0.2325032,-0.1712124,-0.119986914,0.24888618,0.029218808,0.02237869,0.24429189,0.15139405
0317306300,COMPANY::0317306300,0.34244817,-0.25047234,0.13597362,-0.10784951,-0.07974292,0.09701922,0.04407567,-0.09113571,0.024075653,-0.29043928,-0.20981133,0.13787913,-0.25832102,0.1828467,-0.064466804,0.3317129,0.24607399,-0.07622321,0.16150844,-0.25378445,-0.052555382,-0.021624457,0.012686519,-0.032763317,0.2148352,-0.14268993,-0.1194122,0.28693715,-0.0029795456,0.054579213,0.22465937,0.15378535
3703060657,COMPANY::3703060657,0.26904938,-0.18109073,0.04224607,-0.18529873,-0.049301594,0.030799864,0.04477974,0.09203479,0.13912855,-0.22179213,0.06690104,0.09570149,8.9824236e-05,0.07567237,-0.20011827,0.20697676,0.35670602,-0.04670994,0.29616222,-0.12360482,0.04645351,-0.04969417,-0.029400755,-0.14183442,0.054450788,-0.31450087,-0.28000358,0.4067845,0.059488893,-0.043671776,0.22121112,0.12607624
0317302232,COMPANY::0317302232,0.33717972,-0.24553071,0.101440854,-0.1280765,-0.088185936,0.14330713,-0.026403239,-0.05340897,0.04340383,-0.22396445,-0.1543862,0.093840785,-0.19917278,0.17250937,-0.05789435,0.3640763,0.12843479,-0.06890926,0.26095867,-0.30383062,0.0076253447,-0.083501905,0.042001773,-0.116014935,0.27046296,-0.2284278,-0.0060079712,0.28470185,0.03531669,-0.081544325,0.2160041,0.11208725
0317305473,COMPANY::0317305473,0.29353178,-0.21459407,0.08572304,-0.11429916,-0.07950723,0.0447091,0.043999597,-0.0022964536,0.14720437,-0.1680056,-0.02816118,0.058318295,-0.072058745,0.05747739,-0.08778671,0.22241415,0.38447407,0.03873456,0.22544596,-0.21653113,0.10808153,0.0305184,-0.009765968,-0.114976756,0.050467983,-0.3144227,-0.28237036,0.37682897,0.035219524,0.14376746,0.28368148,0.13735962
1702255032,COMPANY::1702255032,0.3865524,-0.39509216,-0.15603714,-0.005972235,0.00080363394,0.0015756699,-0.3872434,0.100921206,0.0772119,0.14789295,0.17383413,0.0565974,0.19495629,-0.0333817,-0.06518412,0.31637514,0.24463028,0.026096027,0.017664945,0.17393914,0.15359251,0.1663197,-0.012985942,0.18905993,-0.1281634,0.07363719,0.008164781,0.056612898,0.16901621,0.18525289,-0.17352922,0.09410606
3703060752,COMPANY::3703060752,0.21494247,-0.4093637,-0.13060676,-0.0832675,-0.02102026,-0.11826133,-0.17393333,0.095896505,0.2743121,0.19268796,0.008224979,0.015535083,0.09374287,0.07443197,0.05204147,0.4800518,0.30355614,-0.040448654,0.020098776,0.1793754,0.15660352,0.18366416,0.07147844,0.19832744,-0.13374795,0.13151786,0.06376265,0.027802018,0.17806847,0.13959631,-0.15206206,0.06912138
0317305804,COMPANY::0317305804,0.31588337,-0.23997897,0.15699407,-0.090766,-0.06525674,0.11841935,0.005661984,-0.08369822,-0.00977116,-0.2846562,-0.19449785,0.1435408,-0.2624264,0.17454566,-0.035525627,0.33271062,0.22649066,-0.13560714,0.06696674,-0.22839104,-0.09296404,0.016535943,-0.051803663,0.008516413,0.36017424,-0.038656577,-0.0745349,0.24951118,0.038380723,0.15830745,0.11791541,0.23684843
0317303613,COMPANY::0317303613,0.33514968,-0.14955904,-0.05926905,0.039135464,0.03999666,0.12320994,-0.25706452,0.028332686,-0.1996413,-0.16229457,0.15923221,0.13150892,0.06663868,-0.061590128,-0.17637768,0.04290682,0.32958865,0.16099776,-0.050495308,-0.1397209,0.016508505,0.13368095,-0.08229796,0.018699337,-0.051634993,-0.26598215,-0.34796557,0.33506235,0.08641859,0.30414423,-0.02443186,0.19326818
0317304085,COMPANY::0317304085,0.27578005,-0.22721273,0.14923438,-0.11715502,-0.04769432,0.09723223,0.0072254534,-0.067430355,0.023349797,-0.25054422,-0.19716433,0.13249786,-0.22465509,0.18204851,-0.05515309,0.33009583,0.2010525,-0.16068709,0.18584704,-0.25491798,-0.1103914,-0.13889006,0.07610388,-0.07463529,0.38838962,-0.10307219,-0.04725753,0.2634582,0.076186344,-0.092524745,0.16349654,0.14770961
3703060784,COMPANY::3703060784,0.28309512,-0.12311756,0.0706427,-0.13323435,-0.090029106,0.08985107,-0.03240002,0.11225648,0.05556158,-0.19821598,0.16432366,0.08507654,0.04611451,-0.0052540265,-0.12378317,0.1553991,0.3419568,-0.006304344,0.28249964,-0.17036606,0.07369905,-0.07197675,-0.031497966,-0.122053,-0.027965829,-0.38715738,-0.28565678,0.3990886,0.12874213,-0.067840286,0.24606037,0.091171764
0317306043,COMPANY::0317306043,0.23915878,-0.19970052,0.060821023,-0.26697958,-0.036511883,0.025942555,0.12331799,-0.03257903,0.19388221,-0.2116542,-0.07302107,0.06217727,-0.095229074,0.13327923,-0.12574789,0.27472028,0.31294495,-0.073508926,0.2240249,-0.2621212,-0.049262036,-0.034903124,0.008542692,-0.074523605,0.25030136,-0.23356436,-0.20372298,0.35034204,0.01840013,0.0047012847,0.25146675,0.15304437
0317305836,COMPANY::0317305836,0.3056164,-0.23882559,0.13769616,-0.13959071,-0.06696119,0.071054034,0.059554186,-0.0919593,0.035720885,-0.2712373,-0.21728735,0.13863537,-0.23825163,0.18306136,-0.06397319,0.32177225,0.18111476,-0.034619033,0.25582796,-0.2676697,0.011845869,-0.07473335,0.040524974,-0.095555596,0.18691547,-0.21446325,-0.11640823,0.2833118,0.016473075,-0.024009718,0.2683697,0.12321517
5801485147,COMPANY::5801485147,0.5041853,-0.2759162,0.059948236,-0.20257466,0.016795993,0.16790031,-0.31019256,0.03542291,0.13908485,0.074919745,0.10592743,-0.058860604,0.18935473,-0.09678605,-0.17201634,0.05423866,0.24030574,0.0024184,0.017376315,-0.23448665,0.02766844,0.028153248,-0.074247934,-0.044660293,-0.012379414,-0.16718479,-0.2974835,0.20916292,0.07754939,0.13340333,0.039330646,0.27181324
2500683407,COMPANY::2500683407,0.37497893,-0.42481315,-0.027003244,-0.158857,-0.049045306,-0.015533426,-0.27482465,0.041817203,0.32355547,0.2066566,-0.038120274,-0.02554122,0.07906126,0.01367073,0.026779784,0.38626006,0.251627,-0.041332863,0.032984316,0.058770757,0.1483974,0.18347643,0.017493688,0.13285299,-0.042270068,0.025341915,0.03249966,-0.015038385,0.13278025,0.1839853,-0.11094517,0.23764339
2500683414,COMPANY::2500683414,0.5304869,-0.34834337,0.15730743,-0.28434587,-0.07735434,0.1373844,-0.23305759,-0.07234417,0.3297759,0.033549424,-0.13324024,-0.036296267,-0.030591747,-0.024793543,-0.09918429,0.17575298,0.1661312,-0.16634214,0.044165794,-0.19844593,0.008649882,-0.11369509,0.0121106915,-0.15519555,-0.00313443,-0.06375965,-0.16670655,0.087967016,0.05894333,-0.092365354,0.1335395,0.18092035
0317305402,COMPANY::0317305402,0.24422653,-0.16232167,0.031040465,-0.28215557,-0.02910514,0.035459243,0.10744867,0.011713054,0.18894988,-0.21196242,-0.029338038,0.026978083,-0.053220924,0.14271966,-0.15849245,0.27529368,0.3303484,-0.15480658,0.20284191,-0.18564706,-0.017509738,0.017115163,-0.10949027,-0.07884834,0.26167592,-0.19495419,-0.20613052,0.3964966,0.07285728,0.057255715,0.1488822,0.22107437
0901121391,COMPANY::0901121391,0.51462376,-0.22147904,0.028790465,-0.17671125,0.05004422,0.19376609,-0.40618715,-0.019018102,-0.044465046,-0.033820633,0.14671877,-0.0056916117,0.15682733,-0.06724974,-0.21192901,0.022839608,0.17564648,0.10626078,0.092945956,-0.1974732,0.077831745,-0.102813475,-0.048702497,-0.093510404,-0.06399583,-0.2382051,-0.28199005,0.19012856,0.10186008,0.030810118,0.08617013,0.191429
3703060424,COMPANY::3703060424,0.24788393,-0.09378143,0.035044868,-0.21760215,-0.042155355,0.09631617,-0.11479023,0.13271451,-0.010009197,-0.2977347,0.089112684,0.088228405,-0.02287833,0.08839942,-0.1205469,0.25424257,0.36823297,0.070578985,0.14908043,-0.1430173,0.04248934,0.0014223122,-0.06021616,-0.082424395,0.08129873,-0.3502304,-0.30762056,0.38928252,0.15265529,0.043923363,0.14910258,0.17019458
3703060939,COMPANY::3703060939,0.26302117,-0.09950828,0.037184916,-0.23089021,-0.04472961,0.1021978,-0.1218,0.14081885,-0.010620418,-0.31591612,0.09455443,0.09361615,-0.024275417,0.09379761,-0.1279082,0.26976812,0.35926244,-0.040086642,0.044557907,-0.135947,-0.013704646,0.0060621803,-0.1266047,-0.05814294,0.25513837,-0.20131737,-0.27706686,0.37754697,0.17720304,0.10007385,0.05351188,0.25096425
6001740209,COMPANY::6001740209,0.5063141,-0.31281903,0.17463465,-0.20516449,-0.080419764,0.11798204,-0.23463391,-0.08232649,0.25883362,-0.0015823463,-0.18278179,0.006017537,-0.074632436,-0.013814706,-0.0452643,0.19897404,0.11919492,-0.2540922,-0.06475174,-0.11293235,0.076755814,-0.0149436835,-0.111376174,-0.13456294,0.20083617,0.057272326,-0.10551932,0.04359676,0.14577451,0.08896682,-0.07919575,0.34454137
3301641299-001,COMPANY::3301641299-001,0.23282988,-0.19694555,-0.07128374,0.19069517,0.0977647,-0.052786283,-0.07663835,-0.15384828,-0.4565127,0.020354327,0.034560416,0.42930925,0.0500566,-0.2636694,-0.19433415,0.08602977,0.22286983,-0.055762954,0.07165549,-0.25691846,0.015348549,0.08049483,-0.06014927,0.017902425,-0.10126926,-0.19168778,-0.1368252,-0.006921013,0.0444061,0.16486621,0.15226376,0.2438752
3703060953,COMPANY::3703060953,0.23914994,-0.12693006,-0.01927282,-0.05159446,-0.063272186,0.0673336,-0.09160897,0.12259923,0.036655694,-0.14617874,0.13655594,0.040536046,0.028546983,-0.0026650506,-0.11007437,0.13405192,0.4022985,0.06683668,0.12471136,-0.10554181,0.137322,0.07099178,-0.035983887,-0.09812621,-0.16598864,-0.34247562,-0.40627494,0.4485473,0.029501641,0.16457197,0.16966683,0.14876418
4001251980,COMPANY::4001251980,0.23092689,-0.15647995,0.009829481,-0.1562085,-0.027321657,0.06995752,-0.1075735,0.06090328,-0.023993295,-0.18018413,0.03780199,0.117110364,-0.014616766,0.027998663,-0.12525815,0.1461922,0.39883283,0.11564691,-0.049224142,-0.08660041,0.065965526,0.18611965,-0.07211815,-0.030948132,-0.096750416,-0.30659714,-0.38612998,0.4134563,0.044039376,0.3122488,0.058568597,0.19165798
0317306011,COMPANY::0317306011,0.23468013,-0.12947595,-0.0052753473,-0.14162791,-0.052342173,0.11215582,-0.11402356,0.14640015,0.057644665,-0.16254613,0.124137655,0.025185453,0.04265077,0.044957764,-0.13994758,0.20961624,0.4253707,-0.023884574,0.09542582,-0.15060247,0.033135865,0.10306005,-0.12429454,-0.040226452,0.036799666,-0.2798361,-0.3393519,0.44483638,0.109055825,0.19519712,0.116598345,0.2163152
3703060819,COMPANY::3703060819,0.3075332,-0.12597445,0.065934785,-0.12013237,-0.10347143,0.09858511,-0.0668844,0.123465195,0.029223794,-0.22637656,0.1893451,0.09831357,0.045726433,-0.02206908,-0.12589635,0.15131113,0.28937787,-0.018340485,0.29529878,-0.1383286,0.11835316,-0.089518905,-0.04312264,-0.16155767,-0.0016499441,-0.37178007,-0.24154349,0.41258222,0.15692997,-0.082576424,0.19744317,0.11864995
0317305561,COMPANY::0317305561,0.28542346,-0.22020818,0.13801536,-0.12922029,-0.07291431,0.081457436,0.057017066,-0.08841436,0.03444141,-0.23790465,-0.16372627,0.14370291,-0.20354871,0.16298237,-0.064126864,0.30267373,0.25752208,-0.10140356,0.025834855,-0.26348725,-0.11864275,0.047223017,-0.06431912,0.002865368,0.43537927,-0.06576982,-0.09641543,0.24526279,0.0576576,0.15795891,0.100814685,0.27092606
